0.00 1000
0.20 1000
0.40 1000
0.60 1000
0.80 1000
1.00 1000
1.20 1000
1.40 1000
1.60 1000
1.80 1000
2.00 1000
2.20 1000
2.40 1000
2.60 1000
2.80 1000
3.00 1000
3.20 1000
3.40 1000
3.60 1000
3.80 1000
4.00 1000
4.20 1000
4.40 1000
4.60 1000
4.80 1000
5.00 1000
5.20 1000
5.40 1000
5.60 1000
5.80 1000
6.00 1000
6.20 1000
6.40 1000
6.60 1000
6.80 1000
7.00 1000
7.20 1000
7.40 1000
7.60 1000
7.80 1000
8.00 1000
8.20 1000
8.40 1000
8.60 1000
8.80 1000
9.00 1000
9.20 1000
9.40 1000
9.60 1000
9.80 1000
10.00 1000
10.20 1000
10.40 1000
10.60 1000
10.80 1000
11.00 1000
11.20 1000
11.40 1000
11.60 1000
11.80 1000
12.00 1000
12.20 1000
12.40 1000
12.60 1000
12.80 1000
13.00 1000
13.20 1000
13.40 1000
13.60 1000
13.80 1000
14.00 1000
14.20 1000
14.40 1000
14.60 1000
14.80 1000
15.00 1000
15.20 1000
15.40 1000
15.60 1000
15.80 1000
16.00 1000
16.20 1000
16.40 1000
16.60 1000
16.80 1000
17.00 1000
17.20 1000
17.40 1000
17.60 1000
17.80 1000
18.00 1000
18.20 1000
18.40 1000
18.60 1000
18.80 1000
19.00 1000
19.20 1000
19.40 1000
19.60 1000
19.80 1000
20.00 1000
