   0.00 1.000000000
   0.20 1.000000000
   0.40 1.000000001
   0.60 1.000000001
   0.80 1.000000002
   1.00 1.000000003
   1.20 1.000000004
   1.40 1.000000005
   1.60 1.000000005
   1.80 1.000000005
   2.00 1.000000006
   2.20 1.000000006
   2.40 1.000000007
   2.60 1.000000008
   2.80 1.000000009
   3.00 1.000000010
   3.20 1.000000011
   3.40 1.000000011
   3.60 1.000000012
   3.80 1.000000012
   4.00 1.000000012
   4.20 1.000000013
   4.40 1.000000013
   4.60 1.000000013
   4.80 1.000000014
   5.00 1.000000015
   5.20 1.000000015
   5.40 1.000000016
   5.60 1.000000016
   5.80 1.000000016
   6.00 1.000000016
   6.20 1.000000016
   6.40 1.000000016
   6.60 1.000000017
   6.80 1.000000017
   7.00 1.000000017
   7.20 1.000000018
   7.40 1.000000018
   7.60 1.000000018
   7.80 1.000000018
   8.00 1.000000018
   8.20 1.000000019
   8.40 1.000000019
   8.60 1.000000019
   8.80 1.000000019
   9.00 1.000000020
   9.20 1.000000020
   9.40 1.000000020
   9.60 1.000000021
   9.80 1.000000021
  10.00 1.000000021
  10.20 1.000000021
  10.40 1.000000022
  10.60 1.000000022
  10.80 1.000000022
  11.00 1.000000023
  11.20 1.000000023
  11.40 1.000000023
  11.60 1.000000023
  11.80 1.000000024
  12.00 1.000000024
  12.20 1.000000025
  12.40 1.000000025
  12.60 1.000000026
  12.80 1.000000026
  13.00 1.000000026
  13.20 1.000000027
  13.40 1.000000027
  13.60 1.000000028
  13.80 1.000000028
  14.00 1.000000029
  14.20 1.000000029
  14.40 1.000000030
  14.60 1.000000030
  14.80 1.000000030
  15.00 1.000000030
  15.20 1.000000031
  15.40 1.000000031
  15.60 1.000000032
  15.80 1.000000032
  16.00 1.000000032
  16.20 1.000000033
  16.40 1.000000033
  16.60 1.000000033
  16.80 1.000000034
  17.00 1.000000034
  17.20 1.000000034
  17.40 1.000000034
  17.60 1.000000035
  17.80 1.000000035
  18.00 1.000000035
  18.20 1.000000035
  18.40 1.000000036
  18.60 1.000000036
  18.80 1.000000036
  19.00 1.000000036
  19.20 1.000000036
  19.40 1.000000037
  19.60 1.000000037
  19.80 1.000000037
  20.00 1.000000037
